data,ano,mes,mes_nome,ipca_variacao_mensal_%,acumulado_no_ano_%,acumulado_12_meses_%,fator_acumulado_desde_jan1980
01/12/2017,2017,12,December,0.44,2.9473,2.9473,645583822289.1454
01/01/2018,2018,1,January,0.29,0.29,2.855,647456015373.7838
01/02/2018,2018,2,February,0.32,0.6109,2.8448,649527874622.98
01/03/2018,2018,3,March,0.09,0.7015,2.6807,650112449710.1406
01/04/2018,2018,4,April,0.22,0.923,2.7627,651542697099.5029
01/05/2018,2018,5,May,0.4,1.3267,2.8549,654148867887.901
01/06/2018,2018,6,June,1.26,2.6034,4.391,662391143623.2886
01/07/2018,2018,7,July,0.33,2.942,4.4847,664577034397.2455
01/08/2018,2018,8,August,-0.09,2.8494,4.1927,663978915066.288
01/09/2018,2018,9,September,0.48,3.3431,4.5256,667166013858.6061
01/10/2018,2018,10,October,0.45,3.8081,4.5568,670168260920.9697
01/11/2018,2018,11,November,-0.21,3.5901,4.0459,668760907573.0356
01/12/2018,2018,12,December,0.15,3.7455,3.7455,669764048934.3953
01/01/2019,2019,1,January,0.32,0.32,3.7765,671907293890.9854
01/02/2019,2019,2,February,0.43,0.7514,3.8903,674796495254.7166
01/03/2019,2019,3,March,0.75,1.507,4.5754,679857468969.127
01/04/2019,2019,4,April,0.57,2.0856,4.9406,683732656542.251
01/05/2019,2019,5,May,0.13,2.2183,4.6584,684621508995.756
01/06/2019,2019,6,June,0.01,2.2285,3.3664,684689971146.6555
01/07/2019,2019,7,July,0.19,2.4228,3.2222,685990882091.8342
01/08/2019,2019,8,August,0.11,2.5354,3.4288,686745472062.1354
01/09/2019,2019,9,September,-0.04,2.4944,2.8935,686470773873.3105
01/10/2019,2019,10,October,0.1,2.5969,2.535,687157244647.1838
01/11/2019,2019,11,November,0.51,3.1202,3.2748,690661746594.8845
01/12/2019,2019,12,December,1.15,4.306,4.306,698604356680.7257
01/01/2020,2020,1,January,0.21,0.21,4.1917,700071425829.7552
01/02/2020,2020,2,February,0.25,0.4605,4.0049,701821604394.3296
01/03/2020,2020,3,March,0.07,0.5308,3.303,702312879517.4055
01/04/2020,2020,4,April,-0.31,0.2192,2.399,700135709590.9016
01/05/2020,2020,5,May,-0.38,-0.1616,1.8775,697475193894.4562
01/06/2020,2020,6,June,0.26,0.0979,2.1322,699288629398.5817
01/07/2020,2020,7,July,0.36,0.4583,2.3055,701806068464.4166
01/08/2020,2020,8,August,0.24,0.6994,2.4383,703490403028.7312
01/09/2020,2020,9,September,0.64,1.3439,3.1352,707992741608.1151
01/10/2020,2020,10,October,0.86,2.2154,3.9182,714081479185.9448
01/11/2020,2020,11,November,0.89,3.1252,4.3111,720436804350.6997
01/12/2020,2020,12,December,1.35,4.5173,4.5173,730162701209.4342
01/01/2021,2021,1,January,0.25,0.25,4.5591,731988107962.4578
01/02/2021,2021,2,February,0.86,1.1121,5.1953,738283205690.9348
01/03/2021,2021,3,March,0.93,2.0525,6.0993,745149239503.8606
01/04/2021,2021,4,April,0.31,2.3689,6.7592,747459202146.3226
01/05/2021,2021,5,May,0.83,3.2185,8.0559,753663113524.1371
01/06/2021,2021,6,June,0.53,3.7656,8.3469,757657528025.8151
01/07/2021,2021,7,July,0.96,4.7617,8.9946,764931040294.8629
01/08/2021,2021,8,August,0.87,5.6732,9.6797,771585940345.4282
01/09/2021,2021,9,September,1.16,6.899,10.2464,780536337253.4352
01/10/2021,2021,10,October,1.25,8.2352,10.6727,790293041469.103
01/11/2021,2021,11,November,0.95,9.2634,10.7385,797800825363.0596
01/12/2021,2021,12,December,0.73,10.0611,10.0611,803624771388.21
01/01/2022,2022,1,January,0.54,0.54,10.3794,807964345153.7063
01/02/2022,2022,2,February,1.01,1.5555,10.5436,816124785039.7588
01/03/2022,2022,3,March,1.62,3.2007,11.2993,829346006557.4028
01/04/2022,2022,4,April,1.06,4.2946,12.1315,838137074226.9113
01/05/2022,2022,5,May,0.47,4.7848,11.7311,842076318475.7777
01/06/2022,2022,6,June,0.67,5.4868,11.8867,847718229809.5653
01/07/2022,2022,7,July,-0.68,4.7695,10.0692,841953745846.8602
01/08/2022,2022,8,August,-0.36,4.3923,8.7271,838922712361.8115
01/09/2022,2022,9,September,-0.29,4.0896,7.1686,836489836495.9623
01/10/2022,2022,10,October,0.59,4.7037,6.47,841425126531.2885
01/11/2022,2022,11,November,0.41,5.133,5.9005,844874969550.0668
01/12/2022,2022,12,December,0.62,5.7848,5.7848,850113194361.2772
01/01/2023,2023,1,January,0.53,0.53,5.7743,854618794291.3921
01/02/2023,2023,2,February,0.84,1.3745,5.5963,861797592163.4397
01/03/2023,2023,3,March,0.71,2.0942,4.6507,867916355067.8002
01/04/2023,2023,4,April,0.61,2.717,4.1847,873210644833.7137
01/05/2023,2023,5,May,0.23,2.9532,3.9358,875219029316.8313
01/06/2023,2023,6,June,-0.08,2.8709,3.1615,874518854093.3778
01/07/2023,2023,7,July,0.12,2.9943,3.9924,875568276718.2899
01/08/2023,2023,8,August,0.23,3.2312,4.6082,877582083754.742
01/09/2023,2023,9,September,0.26,3.4996,5.1852,879863797172.5043
01/10/2023,2023,10,October,0.24,3.748,4.8192,881975470285.7183
01/11/2023,2023,11,November,0.28,4.0385,4.6835,884445001602.5182
01/12/2023,2023,12,December,0.56,4.6211,4.6211,889397893611.4923
01/01/2024,2024,1,January,0.42,0.42,4.5066,893133364764.6605
01/02/2024,2024,2,February,0.83,1.2535,4.4963,900546371692.2072
01/03/2024,2024,3,March,0.16,1.4155,3.9256,901987245886.9147
01/04/2024,2024,4,April,0.38,1.8009,3.688,905414797421.2849
01/05/2024,2024,5,May,0.46,2.2692,3.926,909579705489.4227
01/06/2024,2024,6,June,0.21,2.4839,4.2276,911489822870.9506
01/07/2024,2024,7,July,0.38,2.8734,4.4982,914953484197.8602
01/08/2024,2024,8,August,-0.02,2.8528,4.2376,914770493501.0206
01/09/2024,2024,9,September,0.44,3.3053,4.4247,918795483672.425
01/10/2024,2024,10,October,0.56,3.8838,4.7581,923940738380.9907
01/11/2024,2024,11,November,0.39,4.289,4.873,927544107260.6766
01/12/2024,2024,12,December,0.52,4.8313,4.8313,932367336618.4323
01/01/2025,2025,1,January,0.16,0.16,4.5599,933859124357.0217
01/02/2025,2025,2,February,1.31,1.4721,5.0576,946092678886.0989
01/03/2025,2025,3,March,0.56,2.0403,5.4772,951390797887.8611
01/04/2025,2025,4,April,0.43,2.4791,5.5297,955481778318.7788
01/05/2025,2025,5,May,0.26,2.7456,5.3196,957966030942.4076
01/06/2025,2025,6,June,0.24,2.9921,5.3512,960265149416.6693
01/07/2025,2025,7,July,0.26,3.2599,5.2252,962761838805.1526
01/08/2025,2025,8,August,-0.11,3.1463,5.1305,961702800782.4669
01/09/2025,2025,9,September,0.48,3.6414,5.1724,966318974226.2227
01/10/2025,2025,10,October,0.09,3.7347,4.6808,967188661303.0261
01/11/2025,2025,11,November,0.18,3.9214,4.4618,968929600893.3716
01/12/2025,2025,12,December,0.33,4.2644,4.2644,972127068576.3198
01/01/2026,2026,1,January,0.33,0.33,4.4414,975335087902.6217
01/02/2026,2026,2,February,0.7,1.0323,3.8125,982162433517.94
01/03/2026,2026,3,March,0.88,1.9214,4.1428,990805462932.8977
01/04/2026,2026,4,April,0.67,2.6043,4.3917,997443859534.5481
